"id","Temperature","Humidity","Pressure","WindSpeed","Rainfall","Season","Location"
2463,10.1836060779169,0.164032075554132,1017.01628084908,14.5463686413132,NA,"Winter","City"
2511,11.0025173332542,41.322451015003,1015.43646454415,21.7354290909134,NA,"Winter","City"
8718,-15.1003554696217,97.3870906047523,995.8882524344,11.8119074008428,NA,"Summer","Town"
2986,24.5664789574221,60.9317828901112,999.695174115753,23.8033818500116,NA,"Winter","City"
1842,21.9736110139638,1.29121434874833,1012.32799887247,16.6693961131386,NA,"Spring","Town"
9334,-4.60212645120919,54.7421730356291,996.844619268226,15.5233644344844,NA,"Autumn","Town"
3371,32.9337961226702,37.3683158308268,1035.07603028005,2.95980463502929,NA,"Autumn","City"
4761,-2.97770492732525,74.3803266901523,979.446781704836,29.4001466408372,NA,"Autumn","City"
6746,32.7759544784203,1.30473193712533,1045.54443569693,27.5867023319006,NA,"Autumn","City"
9819,14.6014983486384,7.90820207912475,1034.14330734661,0.808307121042162,NA,"Autumn","City"
2757,18.1360331736505,30.8420284185559,1003.15689590738,2.35520439455286,NA,"Spring","City"
5107,-13.315259302035,69.3538377061486,978.45025375927,4.41540044266731,NA,"Spring","Village"
9145,0.797856217250228,21.2150366511196,1003.05501141191,7.13728034170344,NA,"Summer","Village"
9209,6.69382988940924,95.9537223679945,978.332690881726,18.1691025872715,NA,"Winter","Town"
2888,9.19181492645293,24.9395602848381,1020.11856969545,20.2632182068191,NA,"Spring","Town"
6170,7.79632019344717,40.9782754955813,1015.14371119135,8.57699126936495,NA,"Spring","City"
2567,17.9794942168519,75.6373316515237,1009.55658847407,14.2336733127013,NA,"Autumn","Village"
9642,11.6654129838571,35.1374042686075,995.936285491577,8.56355399591848,NA,"Winter","Town"
9982,36.7059605009854,49.9265102902427,998.873826355734,29.8606023285538,NA,"Autumn","City"
2980,39.0888829762116,82.1384135866538,1006.4330432641,15.4467999120243,NA,"Winter","City"
1614,39.7873961832374,17.0841464307159,1032.48182716129,5.82112706266344,NA,"Summer","City"
555,-13.5803187871352,45.5661950400099,983.006966021399,2.31386253610253,82.4896412435919,"Autumn","City"
4469,25.9858961449936,82.1012993343174,991.309224389918,12.0903424546123,NA,"Winter","Village"
9359,21.144882873632,22.8886827360839,1006.93296716419,22.8161347028799,NA,"Autumn","City"
7789,5.86761645972729,19.74131539464,1001.51249513029,23.7960325414315,171.802452532575,"Autumn","City"
9097,8.4083476383239,47.8935986757278,1014.98765601448,27.7695418987423,NA,"Spring","City"
1047,15.3229120047763,74.1403028834611,985.080217074055,6.13239391939715,NA,"Spring","City"
7067,-19.5468862587586,16.9131799135357,988.970046011517,0.767794854473323,183.014570735395,"Spring","City"
3004,12.5072296895087,90.6060243025422,1002.56081484131,11.7650090460666,NA,"Winter","City"
3207,5.58872200082988,81.0044249054044,996.561731299695,8.43645753571764,NA,"Summer","Village"
7989,2.13462654035538,45.6388271646574,993.674412328054,11.2791831186041,NA,"Winter","City"
3995,-12.8394351433963,68.5553108574823,982.081223194623,17.3815969470888,NA,"Autumn","City"
8358,-11.0139836324379,65.7953009475023,995.778304616868,26.7850024625659,172.205613646656,"Summer","Village"
217,14.4782400596887,50.6457721348852,1026.18722802131,21.2711118394509,43.2259392924607,"Autumn","City"
