"Temperature","Humidity","Pressure","WindSpeed","Rainfall","Season","Location"
34.8883626097813,52.8389638289809,1026.47358163803,8.28306913375854,73.7607171293348,"Spring","City"
36.2245247978717,64.6387884393334,1010.0682794319,9.20620197197422,NA,"Spring","City"
-2.83162791281939,83.404902764596,983.918157206769,12.4366866471246,NA,"Summer","Village"
29.8268575640395,34.5762552926317,1013.80209436355,27.5740033574402,NA,"Autumn","Town"
18.5047311335802,62.1732927393168,1010.94280338082,16.0020179045387,NA,"Spring","Town"
11.145756947808,66.3195295026526,982.700546889892,1.02818074403331,32.0188708137721,"Summer","Town"
24.195298878476,44.4508337415755,1019.73024386274,21.1513673281297,NA,"Autumn","Town"
-11.9200041657314,74.0221130428836,972.203622121609,4.28663046564907,NA,"Spring","City"
19.4195374241099,37.2094489168376,1020.712692847,23.3351025357842,NA,"Autumn","City"
22.303887042217,4.13653017021716,1021.38265015458,22.0285030966625,NA,"Spring","City"
7.46450657490641,45.2713133534417,1020.44490611726,14.0593766584061,NA,"Winter","City"
23.1467350991443,86.2644793698564,986.078962592391,5.35097377141938,NA,"Spring","City"
36.0803348291665,81.4221025677398,1001.90792095912,20.1922162994742,NA,"Autumn","Town"
-4.67427053954452,16.6559260105714,1008.06884133206,2.25700668990612,NA,"Winter","City"
7.7375693526119,58.36010358762,1002.51149228245,29.1050337161869,NA,"Summer","City"
36.4008713653311,81.2591619323939,992.829479559608,21.7402512067929,NA,"Summer","Town"
38.6935857031494,31.2498802319169,1022.35576794932,20.8055276283994,NA,"Winter","City"
-12.9507583007216,26.5634289942682,983.324023011533,7.23775534657761,NA,"Spring","City"
8.49982489366084,41.2790755741298,1010.54711009192,10.6130707939155,NA,"Spring","City"
13.619964774698,17.4339843681082,1009.71366853301,5.61277736909688,37.1739921160042,"Winter","City"
34.2418832378462,1.08309122733772,1033.68691902924,14.6480893716216,NA,"Summer","Town"
-11.6773899365216,95.8646586863324,989.744643051117,17.1405448811129,NA,"Winter","Town"
39.3335037352517,60.9076267806813,1016.4308359655,28.826966425404,NA,"Spring","City"
36.8000939534977,73.5772186657414,1017.67581831929,27.7588769607246,NA,"Summer","Town"
-15.0537465140224,83.4926109761,979.72906971626,9.19669235358015,NA,"Summer","Town"
10.8527070609853,90.1441984344274,991.990573029086,5.03339777933434,NA,"Summer","City"
3.41220802627504,12.7853968413547,1016.72511033113,27.4610636313446,NA,"Winter","City"
34.3442878546193,39.5112549187616,1018.88270679262,14.1884913831018,NA,"Spring","City"
6.81817768607289,53.8272332632914,997.274310736699,0.663036124315113,NA,"Spring","Town"
30.160255599767,17.93842704501,1012.81749386278,11.6022580722347,NA,"Autumn","Town"
24.2557370662689,31.3714144285768,1025.9681104265,26.6676098504104,NA,"Spring","City"
28.6633084760979,15.4762231046334,1042.6793199096,28.0704682809301,NA,"Winter","Town"
3.2864969689399,21.523166494444,1018.02350757524,9.92136212065816,NA,"Winter","Town"
21.1101837642491,73.3497157460079,1012.22614436641,10.0783386826515,NA,"Autumn","Town"
-19.7630996722728,53.4998016199097,981.131085590599,23.8559102104045,NA,"Summer","City"
29.9749648151919,64.9493160890415,1009.86802173064,12.4895599577576,NA,"Autumn","Town"
-19.5599511871114,22.8938878979534,997.648493301621,18.308408211451,NA,"Winter","City"
-7.54046163056046,77.0211981376633,992.35847467857,20.0903585040942,NA,"Summer","Town"
34.3960844678804,46.9169885385782,1013.21991526192,24.8481866950169,79.795098816976,"Winter","Village"
16.7067186068743,72.9557123733684,991.717490018974,2.10464778821915,NA,"Autumn","City"
2.77355443220586,90.7127667684108,986.029084553462,25.9455862431787,NA,"Winter","Town"
6.14629509858787,27.6811362244189,1036.16708177237,9.69181161141023,NA,"Winter","Village"
-17.7541380282491,4.44281469099224,999.568296263961,29.019048451446,NA,"Summer","City"
38.4123948263004,20.5062652239576,1036.17015036204,20.6011065328494,NA,"Autumn","City"
5.9050749335438,25.0321578700095,991.861707620484,13.4423895296641,NA,"Autumn","City"
37.4545957986265,81.5218438860029,1037.20248358631,4.2484736116603,130.953039834276,"Autumn","Town"
33.2652943301946,33.3704500459135,1005.20658610613,27.6904134498909,NA,"Summer","City"
18.3987261680886,82.1537201059982,999.208350118208,24.9299776973203,NA,"Winter","Town"
38.2579966215417,89.3960458459333,1006.00395131096,11.7525899643078,NA,"Autumn","City"
17.1302924398333,5.78926603775471,1018.27407975144,18.2970222551376,NA,"Summer","Town"
0.0056326761841774,81.1619488056749,972.471228474363,19.3152605462819,NA,"Spring","Town"
0.804894892498851,17.2378255520016,998.610258242411,15.0066956039518,NA,"Winter","Town"
3.90912468545139,47.691734181717,1011.99505431168,25.692950442899,NA,"Summer","City"
27.0815665414557,77.8602057369426,1005.02497640487,14.156282460317,NA,"Summer","Village"
-17.6638105325401,10.985035309568,1000.65125949285,16.3777217874303,NA,"Summer","Town"
